product_views,searches,cart_additions,conversion_intent,previous_orders,average_order_value,total_spend,customer_type_encoded
2,2,0,0.0,1,33206.74036557045,33206.74036557045,1
6,1,1,0.16666638888935187,2,60646.559672112795,121293.11934422559,1
10,5,3,0.2999997000003,8,56179.24903231626,449433.99225853005,1
4,3,2,0.49999875000312505,4,29293.066913261213,117172.26765304485,1
18,6,5,0.27777762345687584,2,44832.72507484785,89665.4501496957,1
12,3,3,0.24999979166684028,1,47203.1886972585,47203.1886972585,0
2,4,1,0.49999750001249993,4,60355.07182234499,241420.28728937995,0
10,0,2,0.1999998000002,5,14741.265556992419,73706.3277849621,1
4,4,3,0.7499981250046875,1,21967.576540555332,21967.576540555332,1
14,2,5,0.35714260204099857,3,7853.669581450195,23561.008744350587,1
16,1,5,0.31249980468762206,3,27823.862024826918,83471.58607448076,0
15,2,5,0.3333331111112593,4,53994.58351203252,215978.33404813008,2
8,6,1,0.12499984375019532,0,29604.212600664785,0.0,2
14,5,5,0.35714260204099857,2,18377.166052695407,36754.332105390815,0
8,3,2,0.24999968750039064,4,41399.54626223147,165598.1850489259,0
16,4,8,0.4999996875001953,5,41785.53255181032,208927.6627590516,2
13,7,3,0.23076905325457442,2,22744.25820572998,45488.51641145996,2
18,4,6,0.33333314814825105,5,30409.311392228003,152046.55696114,1
15,6,6,0.39999973333351113,6,40258.64780968439,241551.88685810636,2
13,4,2,0.15384603550304962,3,49189.797450376835,147569.3923511305,1
9,6,3,0.3333329629633745,1,28266.913197664217,28266.913197664217,1
15,7,6,0.39999973333351113,3,26105.354799339882,78316.06439801965,1
13,2,6,0.46153810650914884,2,66688.32034147912,133376.64068295824,1
1,3,0,0.0,4,33889.60653882833,135558.42615531333,2
7,1,3,0.4285708163274053,3,41741.51456321082,125224.54368963245,1
9,5,6,0.666665925926749,1,47725.474345934446,47725.474345934446,1
1,1,1,0.9999900000999989,2,11196.709472781185,22393.41894556237,1
12,2,2,0.16666652777789354,3,37722.09557452241,113166.28672356723,1
8,5,4,0.4999993750007813,2,13314.25572989505,26628.5114597901,1
11,4,3,0.2727270247936138,4,36038.338268488966,144153.35307395586,2
19,7,11,0.5789470637120717,4,58596.85852754733,234387.43411018932,1
17,7,6,0.3529409688582536,5,23022.97509917084,115114.8754958542,1
8,0,1,0.12499984375019532,4,13003.71215378265,52014.8486151306,2
3,2,2,0.6666644444518518,5,66315.2866529989,331576.43326499447,1
3,2,1,0.3333322222259259,2,20794.142368967423,41588.284737934846,2
1,3,1,0.9999900000999989,2,15521.315041595142,31042.630083190284,1
5,1,4,0.7999984000032001,4,62285.47354085269,249141.89416341076,1
10,2,4,0.3999996000004,6,20202.951173042682,121217.70703825609,1
7,2,1,0.14285693877580175,2,62673.71314592937,125347.42629185873,2
9,4,4,0.44444395061783265,4,42111.36242255982,168445.44969023927,1
7,4,1,0.14285693877580175,2,57259.35615010156,114518.71230020311,1
9,5,1,0.11111098765445816,3,40790.99504142876,122372.98512428628,1
8,6,4,0.4999993750007813,6,54195.53547093136,325173.2128255882,1
12,6,3,0.24999979166684028,2,24223.267661288493,48446.53532257699,1
2,0,0,0.0,2,28795.958539649993,57591.91707929999,2
1,6,1,0.9999900000999989,3,6267.327933580195,18801.983800740585,2
16,3,5,0.31249980468762206,2,52576.72216636777,105153.44433273554,1
5,0,1,0.19999960000080003,2,44293.54014973025,88587.0802994605,1
3,5,2,0.6666644444518518,1,22890.13062005867,22890.13062005867,1
12,4,2,0.16666652777789354,1,11766.469275231226,11766.469275231226,0
8,6,4,0.4999993750007813,3,42227.197229377154,126681.59168813146,2
3,1,3,0.9999966666777778,7,63139.318021582854,441975.22615108,2
1,4,1,0.9999900000999989,4,35930.58616126515,143722.3446450606,2
3,7,1,0.3333322222259259,2,28123.309422174247,56246.61884434849,1
5,3,1,0.19999960000080003,3,23943.88579778048,71831.65739334145,1
15,4,4,0.2666664888890074,4,56740.23061649484,226960.92246597935,0
14,3,7,0.49999964285739795,2,26311.28263384588,52622.56526769176,1
3,3,2,0.6666644444518518,5,32432.31349973477,162161.56749867386,1
1,3,0,0.0,1,53626.023618781684,53626.023618781684,2
5,5,1,0.19999960000080003,2,47562.224072544755,95124.44814508951,2
14,3,3,0.21428556122459913,1,33006.360050199815,33006.360050199815,2
7,3,1,0.14285693877580175,2,27515.345881259822,55030.691762519644,2
9,7,4,0.44444395061783265,3,59983.67434618071,179951.02303854213,0
15,1,5,0.3333331111112593,7,21254.454873410275,148781.18411387192,1
15,0,8,0.5333329777780148,1,34845.72222308924,34845.72222308924,0
10,2,4,0.3999996000004,2,15411.852689865482,30823.705379730964,1
13,7,3,0.23076905325457442,3,55833.00766905553,167499.02300716657,1
19,0,7,0.36842085872586383,3,30876.71186175491,92630.13558526472,1
7,3,2,0.2857138775516035,4,27505.61301926516,110022.45207706065,1
17,1,6,0.3529409688582536,1,47924.93698077091,47924.93698077091,0
4,4,2,0.49999875000312505,2,16617.26943046789,33234.53886093578,0
5,1,3,0.5999988000024,3,47530.72071828261,142592.1621548478,0
7,7,4,0.571427755103207,0,32591.858118987406,0.0,0
13,3,3,0.23076905325457442,2,19920.51177829708,39841.02355659416,0
15,1,2,0.1333332444445037,5,23146.055446072718,115730.27723036359,1
11,6,5,0.45454504132268975,2,27736.99850657394,55473.99701314788,2
4,1,0,0.0,3,31339.34486804393,94018.03460413178,1
13,3,4,0.30769207100609924,3,20022.108892381795,60066.326677145385,1
7,5,0,0.0,8,42417.73984352069,339341.91874816554,1
19,6,8,0.42105240997241583,4,19629.170240664975,78516.6809626599,2
2,1,0,0.0,0,4000.0,0.0,1
10,2,4,0.3999996000004,3,66794.29443196284,200382.88329588855,2
13,2,9,0.6923071597637233,8,40968.913236484506,327751.30589187605,2
6,1,0,0.0,4,68142.37387468362,272569.49549873447,2
12,5,2,0.16666652777789354,3,22345.10974959425,67035.32924878274,0
12,4,3,0.24999979166684028,2,45196.920714319975,90393.84142863995,1
11,3,6,0.5454540495872277,4,51419.1304829489,205676.5219317956,0
7,2,1,0.14285693877580175,7,35159.80612740116,246118.64289180815,0
1,4,0,0.0,2,16333.250366319788,32666.500732639575,0
1,1,0,0.0,2,34032.78298666558,68065.56597333116,2
13,7,6,0.46153810650914884,5,47395.9539964436,236979.769982218,2
9,4,3,0.3333329629633745,5,46823.30674851048,234116.5337425524,1
3,6,2,0.6666644444518518,2,37975.57081312915,75951.1416262583,1
7,0,4,0.571427755103207,3,51459.31914757619,154377.95744272857,2
6,2,1,0.16666638888935187,2,50751.291822385305,101502.58364477061,1
8,1,4,0.4999993750007813,3,30144.985999107448,90434.95799732234,1
9,7,1,0.11111098765445816,6,15193.705177126893,91162.23106276136,1
5,3,3,0.5999988000024,5,40856.50862016183,204282.54310080915,1
1,7,1,0.9999900000999989,6,26800.4365096939,160802.6190581634,1
19,5,9,0.4736839612189678,3,40156.229013489356,120468.68704046807,1
10,6,0,0.0,6,58182.94780327848,349097.6868196709,1
12,1,3,0.24999979166684028,1,44562.380238066464,44562.380238066464,1
15,3,5,0.3333331111112593,4,57443.835638325945,229775.34255330378,1
9,5,3,0.3333329629633745,5,22827.802984751444,114139.01492375722,0
17,5,4,0.23529397923883574,6,54311.83608021038,325871.0164812623,1
17,1,5,0.29411747404854466,11,63148.968974774994,694638.658722525,0
12,6,2,0.16666652777789354,4,38964.830100620384,155859.32040248153,2
7,4,2,0.2857138775516035,3,72830.80090546534,218492.40271639603,1
2,4,1,0.49999750001249993,1,25138.53182407092,25138.53182407092,1
3,5,1,0.3333322222259259,2,28417.491953608223,56834.98390721645,2
17,4,2,0.11764698961941787,4,47749.03325642703,190996.1330257081,2
5,0,1,0.19999960000080003,5,38816.98317245283,194084.91586226414,2
17,5,2,0.11764698961941787,2,26856.390008281574,53712.78001656315,1
17,5,10,0.5882349480970893,2,47286.56114923651,94573.12229847303,0
17,3,4,0.23529397923883574,2,43333.1226999859,86666.2453999718,2
2,4,1,0.49999750001249993,2,29205.84985201627,58411.69970403254,2
2,6,2,0.9999950000249999,3,40835.77439066559,122507.32317199677,2
5,5,3,0.5999988000024,2,49385.38280946389,98770.76561892778,1
1,7,1,0.9999900000999989,3,28873.11820252232,86619.35460756696,1
1,6,1,0.9999900000999989,2,45754.937144613315,91509.87428922663,0
19,0,11,0.5789470637120717,6,24994.351587179794,149966.10952307878,1
2,3,1,0.49999750001249993,3,27892.634285377295,83677.90285613188,0
12,1,4,0.33333305555578707,4,54673.80969830416,218695.23879321665,1
6,6,2,0.33333277777870374,4,47206.19439659646,188824.77758638584,1
4,5,1,0.24999937500156252,5,9697.437378384144,48487.18689192072,1
11,0,4,0.3636360330581518,4,32386.63062436199,129546.52249744796,0
17,2,6,0.3529409688582536,1,45345.451618897394,45345.451618897394,2
6,0,1,0.16666638888935187,3,40082.984257825075,120248.95277347523,2
5,0,1,0.19999960000080003,0,47273.06367775928,0.0,1
2,3,0,0.0,1,39739.72489673445,39739.72489673445,1
6,1,1,0.16666638888935187,5,36011.03489781001,180055.17448905006,2
11,2,1,0.09090900826453795,2,35552.567962441375,71105.13592488275,0
16,4,6,0.3749997656251465,2,54367.68970391804,108735.37940783608,1
16,4,4,0.24999984375009765,3,48424.093796459354,145272.28138937807,0
1,6,1,0.9999900000999989,3,44071.15705618193,132213.4711685458,1
9,0,1,0.11111098765445816,0,39332.49648351166,0.0,1
6,7,1,0.16666638888935187,1,29767.719629296724,29767.719629296724,1
16,3,7,0.4374997265626709,6,33398.695037576916,200392.17022546148,0
3,7,1,0.3333322222259259,1,53970.066866553156,53970.066866553156,1
4,3,0,0.0,2,52557.53741804324,105115.07483608648,1
19,4,9,0.4736839612189678,6,28271.4135545685,169628.481327411,1
3,6,2,0.6666644444518518,1,39498.797715873516,39498.797715873516,1
19,6,6,0.31578930747931183,0,45477.00983921097,0.0,1
7,6,2,0.2857138775516035,4,44497.76617109995,177991.0646843998,1
9,2,7,0.7777769135812072,6,44382.24024595148,266293.44147570885,0
1,1,0,0.0,6,21318.87772434896,127913.26634609376,0
8,2,3,0.37499953125058594,3,20427.738671782845,61283.21601534853,1
7,5,4,0.571427755103207,2,55552.921150419694,111105.84230083939,1
18,5,5,0.27777762345687584,2,60635.37798337782,121270.75596675563,0
8,7,3,0.37499953125058594,2,15777.182914348148,31554.365828696296,0
1,1,0,0.0,5,37583.59795033005,187917.98975165025,1
11,4,5,0.45454504132268975,3,50210.761959999836,150632.28587999952,1
18,1,7,0.3888886728396262,3,4943.3224436038345,14829.967330811503,1
10,3,4,0.3999996000004,2,21899.93212881433,43799.86425762866,1
3,5,0,0.0,2,36617.04466809305,73234.0893361861,0
7,0,1,0.14285693877580175,6,29041.420159126763,174248.52095476058,0
16,0,5,0.31249980468762206,6,41137.15251718323,246822.9151030994,2
16,4,7,0.4374997265626709,4,60057.230415255326,240228.9216610213,1
17,3,6,0.3529409688582536,2,25208.035587301503,50416.07117460301,1
2,7,0,0.0,7,38754.09336973062,271278.6535881143,1
1,2,1,0.9999900000999989,3,32828.05815508725,98484.17446526175,1
16,3,3,0.18749988281257324,3,40045.47962109709,120136.43886329126,2
12,0,7,0.5833328472226273,4,38087.001786741406,152348.00714696562,1
5,0,0,0.0,5,77557.97298698814,387789.8649349407,1
5,7,2,0.39999920000160005,2,60343.66188271369,120687.32376542738,1
9,5,1,0.11111098765445816,3,14285.967190441525,42857.901571324575,1
9,3,5,0.5555549382722909,4,24497.978555412374,97991.9142216495,1
3,3,1,0.3333322222259259,2,26332.14112687079,52664.28225374158,1
19,0,4,0.21052620498620792,2,19485.867738082983,38971.735476165966,2
16,2,5,0.31249980468762206,3,17474.55528816298,52423.66586448894,1
16,4,4,0.24999984375009765,2,35324.50362957827,70649.00725915654,0
3,6,0,0.0,2,26904.68653982538,53809.37307965076,0
1,4,1,0.9999900000999989,2,24638.095003010527,49276.190006021054,1
11,3,4,0.3636360330581518,3,68307.10965639194,204921.3289691758,0
17,4,8,0.4705879584776715,3,27936.83568860479,83810.50706581437,1
8,0,3,0.37499953125058594,5,31352.484082801984,156762.42041400992,1
4,0,2,0.49999875000312505,2,49121.84730488923,98243.69460977845,1
6,7,1,0.16666638888935187,3,31302.072918883798,93906.21875665139,2
8,3,2,0.24999968750039064,2,20514.897343224457,41029.79468644891,1
3,7,2,0.6666644444518518,6,34130.90444222404,204785.42665334424,1
16,3,9,0.5624996484377197,4,68131.00134344155,272524.0053737662,0
3,6,0,0.0,2,30778.368646026134,61556.73729205227,1
18,6,5,0.27777762345687584,6,24323.49896255225,145940.9937753135,0
14,5,5,0.35714260204099857,2,44303.45496273532,88606.90992547064,1
18,3,11,0.611110771605127,2,33411.282685100436,66822.56537020087,0
2,2,0,0.0,1,79084.91191509567,79084.91191509567,1
3,4,1,0.3333322222259259,1,26196.545724100994,26196.545724100994,2
16,3,8,0.4999996875001953,3,64005.960803150745,192017.88240945223,0
9,1,0,0.0,1,55450.843248335674,55450.843248335674,1
4,5,0,0.0,4,32279.820453171593,129119.28181268637,1
1,1,0,0.0,3,37947.27058015405,113841.81174046214,1
4,0,3,0.7499981250046875,2,22551.802121832323,45103.604243664646,1
1,6,0,0.0,5,29923.377055654815,149616.88527827407,1
14,4,5,0.35714260204099857,2,32173.31255596498,64346.62511192996,1
16,3,5,0.31249980468762206,2,40367.80296515684,80735.60593031369,1
8,1,3,0.37499953125058594,7,16809.79811038906,117668.58677272341,1
7,4,3,0.4285708163274053,2,42672.27005504438,85344.54011008875,0
3,0,1,0.3333322222259259,4,35811.973680550276,143247.8947222011,1
17,6,6,0.3529409688582536,6,43971.61701519249,263829.70209115493,2
1,2,0,0.0,3,46209.59963366538,138628.79890099613,2
16,5,6,0.3749997656251465,2,34610.96834216323,69221.93668432646,2
12,4,4,0.33333305555578707,2,45322.966653369294,90645.93330673859,1
19,4,9,0.4736839612189678,1,36692.35757861103,36692.35757861103,1
14,2,2,0.1428570408163994,2,49152.094841420985,98304.18968284197,1
6,4,3,0.4999991666680556,7,42741.887245395854,299193.21071777097,1
6,0,3,0.4999991666680556,3,40715.622517190626,122146.86755157188,1
13,0,4,0.30769207100609924,4,36463.310357989016,145853.24143195606,1
19,2,6,0.31578930747931183,4,57437.23869425018,229748.95477700073,1
8,5,3,0.37499953125058594,7,44077.77843942534,308544.4490759774,1
2,3,0,0.0,4,18178.062905021015,72712.25162008406,1
1,1,0,0.0,2,30920.738461041787,61841.47692208357,1
15,3,2,0.1333332444445037,1,34571.227875097466,34571.227875097466,1
1,4,0,0.0,5,37983.15259541291,189915.76297706456,2
5,1,3,0.5999988000024,5,40650.610268397606,203253.05134198803,1
16,7,4,0.24999984375009765,1,23836.74928584782,23836.74928584782,1
19,2,9,0.4736839612189678,2,36980.03209377612,73960.06418755224,1
4,2,1,0.24999937500156252,1,33288.17979117695,33288.17979117695,1
3,5,2,0.6666644444518518,2,54271.163641309395,108542.32728261879,0
17,1,6,0.3529409688582536,5,23073.825360180857,115369.12680090428,1
17,0,2,0.11764698961941787,5,37739.320999877506,188696.60499938752,1
12,1,5,0.4166663194447338,1,27719.2233148931,27719.2233148931,1
14,4,2,0.1428570408163994,6,65944.9387327969,395669.6323967814,1
6,0,2,0.33333277777870374,4,56849.204039802215,227396.81615920886,0
3,6,2,0.6666644444518518,7,13364.631269141033,93552.41888398724,1
9,6,2,0.22222197530891633,3,26056.794723713934,78170.3841711418,0
5,7,1,0.19999960000080003,3,51063.84938101579,153191.54814304737,1
17,6,7,0.41176446366796254,3,44859.24572064802,134577.73716194404,1
14,2,7,0.49999964285739795,3,44388.976739694706,133166.9302190841,2
3,1,1,0.3333322222259259,7,40862.79058639385,286039.53410475695,1
1,6,0,0.0,1,52267.998276018705,52267.998276018705,1
1,3,1,0.9999900000999989,5,49714.64906596189,248573.24532980943,1
3,5,1,0.3333322222259259,5,33641.657904207495,168208.28952103748,1
18,3,7,0.3888886728396262,2,20011.122501096095,40022.24500219219,0
10,6,6,0.5999994000006,4,12649.02108210279,50596.08432841116,1
3,7,2,0.6666644444518518,3,36445.41912144349,109336.25736433046,2
8,5,4,0.4999993750007813,4,10401.475036343592,41605.90014537437,1
14,4,0,0.0,6,41764.95085513114,250589.7051307868,1
18,3,7,0.3888886728396262,6,33379.526928238854,200277.1615694331,2
15,7,7,0.46666635555576297,2,67158.66554692158,134317.33109384315,1
2,1,0,0.0,1,43146.9390873846,43146.9390873846,1
10,1,5,0.49999950000050003,3,37561.62230656522,112684.86691969566,1
2,3,0,0.0,2,13757.454204045063,27514.908408090127,1
17,6,7,0.41176446366796254,2,19065.183720259934,38130.36744051987,1
8,7,4,0.4999993750007813,9,48220.31213399403,433982.8092059463,1
1,1,1,0.9999900000999989,4,33303.550085164,133214.200340656,2
9,4,1,0.11111098765445816,3,76030.63622059251,228091.90866177753,1
11,0,4,0.3636360330581518,3,36754.23057747108,110262.69173241322,1
16,6,6,0.3749997656251465,5,40533.83420208131,202669.17101040654,1
7,7,4,0.571427755103207,6,18246.54527783108,109479.27166698647,0
10,4,3,0.2999997000003,8,52211.47348272973,417691.78786183783,1
3,7,1,0.3333322222259259,8,24114.18668876335,192913.4935101068,1
18,5,8,0.4444441975310014,8,45866.18122866031,366929.4498292825,1
13,4,4,0.30769207100609924,3,50176.899712559425,150530.69913767828,1
7,6,3,0.4285708163274053,3,39427.8988860204,118283.69665806119,1
4,5,2,0.49999875000312505,3,64354.564034559546,193063.69210367865,2
13,6,7,0.5384611242606736,2,28839.453925246253,57678.907850492506,1
1,1,0,0.0,3,63133.10319682322,189399.30959046967,0
8,0,3,0.37499953125058594,4,18935.809721001468,75743.23888400587,2
14,6,3,0.21428556122459913,3,49985.42737819454,149956.28213458363,1
16,6,3,0.18749988281257324,2,35863.797780628156,71727.59556125631,2
14,1,3,0.21428556122459913,3,27378.011133300977,82134.03339990292,1
12,2,3,0.24999979166684028,3,13080.818769019757,39242.45630705927,1
19,1,7,0.36842085872586383,0,34089.96284124781,0.0,2
15,5,6,0.39999973333351113,3,33142.773797289425,99428.32139186827,1
2,1,1,0.49999750001249993,3,40593.593344316876,121780.78003295063,2
2,1,1,0.49999750001249993,2,48872.22464466109,97744.44928932218,2
19,0,12,0.6315786149586237,3,25873.007403419822,77619.02221025947,2
17,1,8,0.4705879584776715,4,64374.015217559,257496.060870236,1
10,7,4,0.3999996000004,8,29921.979315415727,239375.83452332582,1
6,6,2,0.33333277777870374,2,47032.909685410996,94065.81937082199,1
15,7,5,0.3333331111112593,1,39352.51074894925,39352.51074894925,2
11,0,2,0.1818180165290759,5,35019.35429516627,175096.77147583134,1
5,3,1,0.19999960000080003,3,38600.85773397548,115802.57320192643,1
1,2,1,0.9999900000999989,2,23895.687227440936,47791.37445488187,1
8,7,4,0.4999993750007813,5,32186.50801141353,160932.54005706764,1
12,0,3,0.24999979166684028,5,17903.671200557757,89518.35600278879,0
12,5,4,0.33333305555578707,0,29760.944958195952,0.0,1
5,3,3,0.5999988000024,3,30999.99609473092,92999.98828419276,2
7,0,1,0.14285693877580175,7,50678.32044157015,354748.24309099105,0
4,0,1,0.24999937500156252,4,33021.122099794164,132084.48839917665,2
6,2,3,0.4999991666680556,4,31278.775643939414,125115.10257575766,1
13,6,4,0.30769207100609924,3,41300.602499810586,123901.80749943176,1
15,7,3,0.19999986666675557,6,40712.789139838445,244276.73483903066,1
3,5,1,0.3333322222259259,2,29134.389930275676,58268.77986055135,1
8,4,4,0.4999993750007813,6,43913.42588778197,263480.5553266918,1
16,7,6,0.3749997656251465,2,35320.29203482918,70640.58406965836,1
13,4,3,0.23076905325457442,4,29110.050490174905,116440.20196069962,1
18,0,6,0.33333314814825105,1,30567.817535915092,30567.817535915092,1
10,1,3,0.2999997000003,5,52240.26034027915,261201.30170139574,0
19,5,7,0.36842085872586383,2,31018.580101106632,62037.160202213265,1
17,3,7,0.41176446366796254,2,41916.880047592145,83833.76009518429,1
19,1,4,0.21052620498620792,2,18763.996034293046,37527.99206858609,1
5,1,3,0.5999988000024,3,54729.5749758839,164188.7249276517,0
9,7,0,0.0,6,29255.085887622634,175530.5153257358,2
12,5,4,0.33333305555578707,2,44004.34245115831,88008.68490231661,1
1,6,0,0.0,6,34226.478079953544,205358.86847972125,1
1,0,0,0.0,2,43832.51236688688,87665.02473377375,1
15,0,5,0.3333331111112593,3,44651.603305470395,133954.80991641118,1
2,0,1,0.49999750001249993,5,35830.05109684843,179150.25548424217,1
16,0,4,0.24999984375009765,2,10010.531775585958,20021.063551171916,1
8,7,3,0.37499953125058594,6,54365.22664112361,326191.35984674166,1
13,4,2,0.15384603550304962,5,35901.46006548747,179507.30032743735,1
1,0,1,0.9999900000999989,5,43520.09010761099,217600.45053805492,1
16,4,9,0.5624996484377197,6,48375.78034862403,290254.68209174415,1
7,4,2,0.2857138775516035,5,31142.387792854563,155711.93896427282,1
5,6,2,0.39999920000160005,2,45757.03184906693,91514.06369813386,2
3,0,1,0.3333322222259259,2,26785.96858813639,53571.93717627278,1
12,2,1,0.08333326388894677,2,43813.14284717822,87626.28569435644,2
16,3,5,0.31249980468762206,1,38295.541452168065,38295.541452168065,0
19,1,8,0.42105240997241583,2,31662.57284749315,63325.1456949863,1
5,4,2,0.39999920000160005,6,38704.882554694974,232229.29532816983,1
14,5,3,0.21428556122459913,3,22172.09789905772,66516.29369717315,1
5,5,3,0.5999988000024,4,42635.598915108465,170542.39566043386,1
15,3,5,0.3333331111112593,4,44192.33118534228,176769.3247413691,1
17,5,8,0.4705879584776715,4,43184.602098561714,172738.40839424686,0
14,2,5,0.35714260204099857,5,60532.56241311474,302662.8120655737,1
5,5,2,0.39999920000160005,3,36575.39428842476,109726.18286527428,0
12,1,2,0.16666652777789354,6,37608.15991808143,225648.9595084886,1
16,1,4,0.24999984375009765,2,20445.958983174514,40891.91796634903,0
16,4,9,0.5624996484377197,4,61587.04237314357,246348.1694925743,0
7,0,1,0.14285693877580175,5,15527.849072982403,77639.24536491201,0
4,6,3,0.7499981250046875,6,41428.454100498166,248570.72460298898,1
1,2,0,0.0,2,28778.283894371227,57556.56778874245,2
5,4,1,0.19999960000080003,4,38934.74919011959,155738.99676047836,2
10,2,2,0.1999998000002,3,18379.110918101123,55137.33275430337,0
5,0,1,0.19999960000080003,6,51374.95204656318,308249.7122793791,1
4,7,3,0.7499981250046875,2,23672.306025506903,47344.612051013806,1
2,5,0,0.0,3,55493.796696492296,166481.3900894769,1
10,5,3,0.2999997000003,2,24085.843222155647,48171.68644431129,1
19,6,6,0.31578930747931183,4,52628.18628656608,210512.74514626432,1
1,0,0,0.0,2,25535.526854164782,51071.053708329564,1
5,4,2,0.39999920000160005,4,28780.854331022387,115123.41732408955,1
13,6,3,0.23076905325457442,6,37972.3086745382,227833.85204722921,0
4,0,2,0.49999875000312505,5,25281.099447743265,126405.49723871633,1
16,3,5,0.31249980468762206,6,24839.363231299383,149036.1793877963,1
16,1,5,0.31249980468762206,1,25454.880455021674,25454.880455021674,1
2,6,1,0.49999750001249993,3,42782.83376908911,128348.50130726735,1
17,6,6,0.3529409688582536,5,37993.259019766076,189966.29509883036,1
12,4,9,0.7499993750005208,5,38789.46841840468,193947.3420920234,2
18,2,6,0.33333314814825105,0,33130.50718458685,0.0,1
3,3,0,0.0,1,46230.49849791003,46230.49849791003,1
1,4,0,0.0,1,53750.870466809334,53750.870466809334,1
1,0,0,0.0,2,46634.2559630184,93268.5119260368,1
19,0,3,0.15789465373965592,3,34865.42673126006,104596.28019378017,0
11,0,7,0.6363630578517656,5,19688.223744885123,98441.11872442561,1
5,7,3,0.5999988000024,1,8343.78950473883,8343.78950473883,1
12,0,8,0.6666661111115741,4,37027.02724440358,148108.10897761432,1
3,2,1,0.3333322222259259,3,8102.128806626713,24306.38641988014,2
1,3,0,0.0,8,35010.41999996641,280083.3599997313,1
1,5,0,0.0,2,59039.34798209857,118078.69596419713,0
8,1,2,0.24999968750039064,5,20697.949240531867,103489.74620265933,0
10,2,5,0.49999950000050003,6,18708.395779791335,112250.37467874802,0
11,2,3,0.2727270247936138,1,47554.01344121334,47554.01344121334,1
12,7,6,0.49999958333368055,4,4000.0,16000.0,1
13,5,5,0.38461508875762407,5,43727.12210593175,218635.61052965873,2
12,5,3,0.24999979166684028,4,60027.6391359124,240110.5565436496,1
14,1,5,0.35714260204099857,6,24912.726359074848,149476.3581544491,2
